pid,event_type,prompt,run,response_number,response,corpus_response,response_onset_time_audacity_sec,response_onset_time_fMRI_sec,response_onset_time_task_relative_sec,subjSwitch_semantic,subjSwitch_phonetic,RT,frequency_ln,similarity_semantic_context,similarity_semantic_complete,phonetic_similarity,objSwitch_simDropContext,objSwitch_simDropComplete,objSwitch_chain,deltaSim_f1r0_context,subj_delta_sim_intersection,Troyer_fluid_switch,Troyer_static_switch,all_categories,running_categories_static
50019,category,foods,4,34,beans,beans,392,383.283,73.283,0,,3.7,9.95056196,0.148682026,0.337206244,,1,1,,1,0,,,,
50019,category,foods,4,35,dill,dill,399.1,390.383,80.383,1,,7.1,7.880048201,0.201104412,0.440323059,,0,0,,0,0,,,,
50019,category,foods,4,36,peppers,peppers,400.8,392.083,82.083,1,,1.7,7.820439515,0.176303402,0.378391606,,0,1,,0,0,,,,
50019,category,foods,4,37,pizza,pizza,404.6,395.883,85.883,1,,3.8,9.951944328,0.112304089,0.423480148,,1,0,,0,0,,,,
50019,category,foods,4,38,spaghetti,spaghetti,405.2,396.483,86.483,0,,0.6,8.718500048,0.27649611,0.555698888,,0,0,,0,0,,,,
50019,category,foods,4,39,hot_sauce,hot_sauce,406.4,397.683,87.683,0,,1.2,6.259581464,0.234515905,0.443168193,,0,0,,0,0,,,,
50019,category,foods,4,40,stir_fry,stir_fry,409.6,400.883,90.883,0,,3.2,6.224558429,0.133607432,0.332948118,,1,1,,0,0,,,,
50019,category,foods,4,41,egg_roll,egg_roll,411,402.283,92.283,0,,1.4,5.393627546,0.275041036,0.383941222,,0,0,,0,0,,,,
50019,category,foods,4,42,sushi,sushi,413.4,404.683,94.683,0,,2.4,7.483806688,0.19936785,0.365135965,,1,1,,0,0,,,,
50019,category,foods,4,43,rice,rice,414.5,405.783,95.783,0,,1.1,10.03950336,0.24204067,0.466887758,,0,0,,0,0,,,,
50019,category,foods,4,44,seaweed,seaweed,416.4,407.683,97.683,1,,1.9,8.574707098,0.263423201,0.578879045,,0,0,,0,0,,,,
50019,category,foods,4,45,avocado,avocado,418.6,409.883,99.883,1,,2.2,7.089243155,0.283619277,0.523431111,,0,0,,0,0,,,,
50019,category,foods,4,46,guacamole,guacamole,419.7,410.983,100.983,0,,1.1,5.826000107,0.280337849,0.34721615,,0,1,,0,0,,,,
50019,category,foods,4,47,soup,soup,427.1,418.383,108.383,0,,7.4,10.50998693,0.259536909,0.447668314,,1,0,,0,0,,,,
50019,category,foods,4,48,pancakes,pancakes,430.1,421.383,111.383,1,,3,8.726318951,0.261446395,0.588303769,,0,0,,0,0,,,,
50019,category,foods,4,49,waffles,waffles,431,422.283,112.283,0,,0.9,7.340186835,0.794095186,0.813036873,,0,0,,0,0,,,,
50019,category,foods,4,50,syrup,syrup,432.2,423.483,113.483,0,,1.2,8.767484875,0.287977643,0.508922843,,0,0,,1,0,,,,
50019,category,foods,4,51,butter,butter,433.4,424.683,114.683,0,,1.2,10.18516413,0.126628421,0.494572326,,1,1,,1,0,,,,
50019,category,foods,4,52,broccoli,broccoli,436.1,427.383,117.383,1,,2.7,7.473637108,0.185262781,0.517046617,,0,0,,0,0,,,,
50019,category,foods,4,53,onions,onions,437.3,428.583,118.583,0,,1.2,9.124673545,0.511037814,0.671790006,,0,0,,0,0,,,,
50019,category,foods,4,54,cauliflower,cauliflower,438.1,429.383,119.383,0,,0.8,7.036148494,0.29938135,0.493259195,,0,0,,1,0,,,,
50019,category,foods,4,55,peas,peas,440.6,431.883,121.883,0,,2.5,8.895081532,0.155842556,0.411802344,,0,0,,1,0,,,,
50019,category,foods,4,56,radish,radish,443.5,434.783,124.783,0,,2.9,6.495265556,0.132433289,0.354421476,,1,1,,1,0,,,,
50019,category,foods,4,57,beets,beets,444.6,435.883,125.883,0,,1.1,7.072421901,0.21372701,0.400273587,,0,0,,0,0,,,,
50019,category,foods,4,58,sunflower_seeds,sunflower_seeds,447.2,438.483,128.483,0,,2.6,5.886104031,0.121113866,0.318940024,,1,1,,0,0,,,,
50019,category,foods,4,59,bread,bread,457.7,448.983,138.983,1,,10.5,11.3021427,0.178062679,0.396879051,,0,0,,0,0,,,,
50019,category,foods,4,60,cookie,cookie,462.1,453.383,143.383,1,,4.4,9.505916207,0.196098235,0.447859129,,0,0,,0,0,,,,
50019,category,foods,4,61,cake,cake,463,454.283,144.283,0,,0.9,10.67209001,0.304328819,0.590701249,,0,0,,0,0,,,,
50019,category,foods,4,62,ice_cream,ice_cream,463.6,454.883,144.883,0,,0.6,9.956696511,0.416605365,0.681596967,,0,0,,0,0,,,,
50019,category,foods,4,63,jello,jello,469.4,460.683,150.683,0,,5.8,5.837730447,0.209110626,0.422401657,,1,1,,1,0,,,,
50019,category,foods,4,64,chicken,chicken,473.1,464.383,154.383,1,,3.7,10.6803093,0.241456475,0.450889845,,0,0,,0,0,,,,
50019,category,foods,4,65,sour_cream,sour_cream,483.1,474.383,164.383,1,,10,6.828712072,0.184624823,0.442331334,,0,0,,0,0,,,,
50020,category,foods,2,1,macaroni,macaroni,321.3,313.766,3.766,2,,3.766,7.458762692,0,0,,2,2,,2,2,,,,
50020,category,foods,2,2,pasta,pasta,323.2,315.666,5.666,1,,1.9,8.745284482,0.512189551,0.67553545,,0,0,,0,0,,,,
50020,category,foods,2,3,chicken,chicken,324.8,317.266,7.266,1,,1.6,10.6803093,0.502029095,0.693437521,,0,0,,0,0,,,,
50020,category,foods,2,4,beef,beef,326.4,318.866,8.866,0,,1.6,9.854717388,0.485733217,0.689504674,,1,1,,0,0,,,,
50020,category,foods,2,5,pork,pork,328,320.466,10.466,0,,1.6,9.213634939,0.525138411,0.697735143,,0,0,,0,0,,,,
50020,category,foods,2,6,pizza,pizza,330.3,322.766,12.766,1,,2.3,9.951944328,0.157727735,0.46252069,,1,1,,1,1,,,,
50020,category,foods,2,7,bread,bread,331.9,324.366,14.366,1,,1.6,11.3021427,0.306800798,0.555085219,,0,0,,0,0,,,,
50020,category,foods,2,8,soup,soup,335.8,328.266,18.266,1,,3.9,10.50998693,0.233696879,0.545221717,,1,1,,0,0,,,,
50020,category,foods,2,9,corn,corn,341.1,333.566,23.566,1,,5.3,10.06539379,0.311455544,0.604062025,,0,0,,0,0,,,,
50020,category,foods,2,10,carrots,carrots,342.7,335.166,25.166,0,,1.6,8.750999691,0.255309915,0.514923641,,1,1,,0,0,,,,
50020,category,foods,2,11,green_beans,green_beans,344.5,336.966,26.966,0,,1.8,7.21964204,0.652504302,0.764435751,,0,0,,0,0,,,,
50020,category,foods,2,12,broccoli,broccoli,346.1,338.566,28.566,0,,1.6,7.473637108,0.595222887,0.683750941,,0,0,,0,0,,,,
50020,category,foods,2,13,potatoes,potatoes,349.8,342.266,32.266,0,,3.7,9.890655574,0.435972814,0.647602987,,0,0,,1,0,,,,
50020,category,foods,2,14,strawberries,strawberries,353.1,345.566,35.566,1,,3.3,8.50512061,0.216392477,0.568377542,,1,1,,1,1,,,,
50020,category,foods,2,15,blueberries,blueberries,354.4,346.866,36.866,0,,1.3,6.895682698,0.627964623,0.726932027,,0,0,,0,0,,,,
50020,category,foods,2,16,banana,banana,356.4,348.866,38.866,0,,2,8.893435441,0.24657935,0.468862224,,1,1,,1,0,,,,
50020,category,foods,2,17,apple,apple,358.2,350.666,40.666,0,,1.8,10.46743679,0.446216976,0.678280641,,0,0,,0,0,,,,
50020,category,foods,2,18,beans,beans,360.6,353.066,43.066,1,,2.4,9.95056196,0.116280341,0.438837836,,1,1,,1,1,,,,
50020,category,foods,2,19,grapes,grapes,363.3,355.766,45.766,1,,2.7,8.938794081,0.174246421,0.543491495,,0,0,,0,0,,,,
50020,category,foods,2,20,tomato,tomato,366.3,358.766,48.766,0,,3,8.966483779,0.181636285,0.459551444,,0,0,,0,0,,,,
50020,category,foods,2,21,lettuce,lettuce,369.4,361.866,51.866,0,,3.1,8.490438454,0.206479515,0.453717818,,0,1,,0,0,,,,
50020,category,foods,2,22,celery,celery,370.6,363.066,53.066,0,,1.2,7.773594467,0.327603266,0.585421658,,0,0,,0,0,,,,
50020,category,foods,2,23,sprouts,sprouts,379.2,371.666,61.666,0,,8.6,7.283448229,0.210741925,0.492586309,,0,0,,0,0,,,,
50020,category,foods,2,24,roll,roll,384.6,377.066,67.066,1,,5.4,11.27639268,0.100347057,0.393027043,,1,0,,0,0,,,,
50020,category,foods,2,25,bagel,bagel,387.7,380.166,70.166,0,,3.1,7.6989362,0.143999426,0.377906049,,0,1,,0,0,,,,
50020,category,foods,2,26,muffin,muffin,389.2,381.666,71.666,0,,1.5,8.420682291,0.551742103,0.706555708,,0,0,,0,0,,,,
50020,category,foods,2,27,ice_cream,ice_cream,394.2,386.666,76.666,1,,5,9.956696511,0.274575878,0.590907318,,1,1,,1,1,,,,
50020,category,foods,2,28,cake,cake,396.6,389.066,79.066,0,,2.4,10.67209001,0.416605365,0.681596967,,0,0,,0,0,,,,
50020,category,foods,2,29,brownie,brownie,399.4,391.866,81.866,0,,2.8,8.450198323,0.173241583,0.47789998,,1,1,,1,0,,,,
50020,category,foods,2,30,candy,candy,402.4,394.866,84.866,0,,3,10.20643994,0.177438601,0.500979038,,0,0,,0,0,,,,
50020,category,foods,2,31,peach,peach,407.3,399.766,89.766,1,,4.9,9.205227323,0.194374561,0.50408138,,0,0,,0,0,,,,
50020,category,foods,2,32,chicken_parmesan,chicken_parmesan,412.6,405.066,95.066,1,,5.3,4.204692619,0.067857776,0.170421911,,1,1,,0,0,,,,
50020,category,foods,2,33,sandwich,sandwich,415.3,407.766,97.766,1,,2.7,10.2592721,0.177999341,0.309318353,,0,0,,0,0,,,,
50020,category,foods,2,34,ham,ham,417.1,409.566,99.566,0,,1.8,9.941890624,0.395553777,0.632067594,,0,0,,0,0,,,,
50020,category,foods,2,35,turkey,turkey,420.4,412.866,102.866,0,,3.3,9.715892113,0.38887621,0.603160356,,0,0,,0,0,,,,
50020,category,foods,2,36,french_fries,french_fries,425.4,417.866,107.866,1,,5,7.486052618,0.261484435,0.520434958,,1,1,,0,0,,,,
50020,category,foods,2,37,steak,steak,436.4,428.866,118.866,1,,11,9.583970757,0.381686823,0.605884627,,0,0,,0,0,,,,
50020,category,foods,2,38,hot_dog,hot_dog,453.2,445.666,135.666,1,,16.8,7.832410927,0.258601767,0.534240341,,0,0,,0,0,,,,
50020,category,foods,2,39,chips,chips,455.4,447.866,137.866,0,,2.2,9.99392223,0.17328614,0.440190318,,1,1,,0,0,,,,
50020,category,foods,2,40,salad,salad,463,455.466,145.466,0,,7.6,9.964394487,0.212277842,0.55059252,,0,0,,0,0,,,,
50020,category,foods,2,41,ravioli,ravioli,467.2,459.666,149.666,1,,4.2,6.309918278,0.386638061,0.573173971,,0,0,,0,0,,,,
50020,category,foods,2,42,peas,peas,473.9,466.366,156.366,1,,6.7,8.895081532,0.203679239,0.41693408,,0,1,,1,1,,,,
50020,category,foods,2,43,bacon,bacon,476.3,468.766,158.766,1,,2.4,10.09786119,0.099614851,0.447648074,,1,0,,1,1,,,,
50020,category,foods,2,44,celery,celery,484.7,477.166,167.166,1,,8.4,7.773594467,0.100830148,0.468612295,,0,0,,0,0,,,,
50020,category,foods,2,45,fish,fish,488.1,480.566,170.566,1,,3.4,11.65383458,0.181031207,0.489213111,,0,0,,0,0,,,,
50020,category,foods,2,46,shrimp,shrimp,490.2,482.666,172.666,0,,2.1,8.653994233,0.372870329,0.638626772,,0,0,,0,0,,,,
50020,category,foods,2,47,casserole,casserole,496.3,488.766,178.766,1,,6.1,8.018625465,0.314251759,0.538887798,,0,0,,0,0,,,,
50022,category,foods,4,1,apple,apple,323.4,313.337,3.337,2,,3.337,10.46743679,0,0,,2,2,,2,2,,,,
50022,category,foods,4,2,orange,orange,324.7,314.637,4.637,0,,1.3,11.19445423,0.319844157,0.595290058,,0,0,,0,0,,,,
50022,category,foods,4,3,banana,banana,325.8,315.737,5.737,0,,1.1,8.893435441,0.207986991,0.513354933,,1,0,,0,0,,,,
50022,category,foods,4,4,oatmeal,oatmeal,328.3,318.237,8.237,1,,2.5,8.351138607,0.217329889,0.510457409,,0,0,,0,0,,,,
50022,category,foods,4,5,lemon,lemon,330,319.937,9.937,1,,1.7,9.585071321,0.190069045,0.499537179,,0,0,,0,0,,,,
50022,category,foods,4,6,spinach,spinach,332.4,322.337,12.337,1,,2.4,7.763446389,0.185897729,0.484913605,,1,1,,0,0,,,,
50022,category,foods,4,7,cucumber,cucumber,334.1,324.037,14.037,0,,1.7,7.925880317,0.281878353,0.493485698,,0,0,,0,0,,,,
50022,category,foods,4,8,zucchini,zucchini,335.5,325.437,15.437,0,,1.4,6.618738984,0.190802425,0.395898397,,1,1,,0,0,,,,
50022,category,foods,4,9,carrots,carrots,336.9,326.837,16.837,0,,1.4,8.750999691,0.395779629,0.582522923,,0,0,,0,0,,,,
50022,category,foods,4,10,onions,onions,338.3,328.237,18.237,0,,1.4,9.124673545,0.613950423,0.778374233,,0,0,,0,0,,,,
50022,category,foods,4,11,kale,kale,342.8,332.737,22.737,0,,4.5,7.781973234,0.1946935,0.469325419,,1,1,,1,0,,,,
50022,category,foods,4,12,lasagna,lasagna,346,335.937,25.937,1,,3.2,7.626082758,0.277556286,0.491447542,,0,0,,0,0,,,,
50022,category,foods,4,13,spaghetti,spaghetti,347.1,337.037,27.037,0,,1.1,8.718500048,0.426119063,0.604760417,,0,0,,0,0,,,,
50022,category,foods,4,14,pizza,pizza,348.6,338.537,28.537,0,,1.5,9.951944328,0.27649611,0.555698888,,0,0,,1,0,,,,
50022,category,foods,4,15,alfredo,alfredo_sauce,352.3,342.237,32.237,0,,3.7,3.526360525,0.006102143,0.173698762,,1,0,,1,0,,,,
50022,category,foods,4,16,fettuccine,fettuccine,359.5,349.437,39.437,0,,7.2,5.023880521,0.104847171,0.134292031,,0,1,,0,0,,,,
50022,category,foods,4,17,chips,chips,361.8,351.737,41.737,1,,2.3,9.99392223,0.091230392,0.220558122,,1,0,,0,0,,,,
50022,category,foods,4,18,hamburger,hamburger,365.1,355.037,45.037,1,,3.3,8.491259809,0.215818282,0.536098737,,0,0,,0,0,,,,
50022,category,foods,4,19,bread,bread,367.5,357.437,47.437,1,,2.4,11.3021427,0.299537393,0.578900134,,0,0,,0,0,,,,
50022,category,foods,4,20,taco,taco,370.1,360.037,50.037,1,,2.6,7.200424893,0.190393079,0.400132456,,1,1,,0,0,,,,
50022,category,foods,4,21,soup,soup,375,364.937,54.937,1,,4.9,10.50998693,0.265021459,0.501582377,,0,0,,0,0,,,,
50022,category,foods,4,22,potatoes,potatoes,378.3,368.237,58.237,1,,3.3,9.890655574,0.346608277,0.630316835,,0,0,,0,0,,,,
50022,category,foods,4,23,chicken,chicken,380.7,370.637,60.637,1,,2.4,10.6803093,0.392467306,0.621017695,,0,1,,0,0,,,,
50022,category,foods,4,24,beef,beef,382.5,372.437,62.437,0,,1.8,9.854717388,0.485733217,0.689504674,,0,0,,0,0,,,,
50022,category,foods,4,25,pork,pork,384.9,374.837,64.837,0,,2.4,9.213634939,0.525138411,0.697735143,,0,0,,0,0,,,,
50022,category,foods,4,26,veal,veal,387.9,377.837,67.837,0,,3,7.671826798,0.567225831,0.694111743,,0,0,,0,0,,,,
50022,category,foods,4,27,fish,fish,390,379.937,69.937,0,,2.1,11.65383458,0.276634776,0.525301481,,0,0,,1,0,,,,
50022,category,foods,4,28,french_fries,french_fries,393.6,383.537,73.537,1,,3.6,7.486052618,0.229527509,0.516937248,,1,0,,1,1,,,,
50022,category,foods,4,29,barbecue,barbecue,401.2,391.137,81.137,1,,7.6,8.785080637,0.26351812,0.468506672,,0,1,,0,0,,,,
50022,category,foods,4,30,rice,rice,405,394.937,84.937,1,,3.8,10.03950336,0.266432571,0.530576182,,0,0,,0,0,,,,
50022,category,foods,4,31,noodles,noodles,408.1,398.037,88.037,1,,3.1,8.169336396,0.560147301,0.733249879,,0,0,,0,0,,,,
50022,category,foods,4,32,beets,beets,422.7,412.637,102.637,1,,14.6,7.072421901,0.146241722,0.451850653,,0,0,,1,1,,,,
50022,category,foods,4,33,macaroni,macaroni,424.6,414.537,104.537,1,,1.9,7.458762692,0.133200252,0.397466157,,1,1,,1,1,,,,
50022,category,foods,4,34,filet_mignon,filet_mignon,431.5,421.437,111.437,1,,6.9,5.926926026,0.25760293,0.413941541,,0,0,,0,0,,,,
50022,category,foods,4,35,ice_cream,ice_cream,438.5,428.437,118.437,1,,7,9.956696511,0.26397938,0.447221671,,0,0,,0,0,,,,
50022,category,foods,4,36,chocolate,chocolate,443.2,433.137,123.137,1,,4.7,10.67106944,0.365845358,0.635526847,,0,0,,0,0,,,,
50022,category,foods,4,37,cookie,cookie,448.4,438.337,128.337,0,,5.2,9.505916207,0.205044452,0.535181871,,1,1,,1,0,,,,
50022,category,foods,4,38,cake,cake,450.1,440.037,130.037,0,,1.7,10.67209001,0.304328819,0.590701249,,0,0,,0,0,,,,
50022,category,foods,4,39,pudding,pudding,457.6,447.537,137.537,0,,7.5,9.209840247,0.343691168,0.636087313,,0,0,,0,0,,,,
50022,category,foods,4,40,granola_bar,granola_bar,461.7,451.637,141.637,1,,4.1,5.96100534,0.161602578,0.422460687,,1,1,,1,1,,,,
50022,category,foods,4,41,crackers,crackers,469.8,459.737,149.737,1,,8.1,8.682538124,0.241022661,0.467362859,,0,0,,0,0,,,,
50022,category,foods,4,42,salad,salad,475.8,465.737,155.737,1,,6,9.964394487,0.224805953,0.563477247,,1,0,,0,0,,,,
50022,category,foods,4,43,lettuce,lettuce,478.1,468.037,158.037,0,,2.3,8.490438454,0.332603302,0.608383064,,0,0,,0,0,,,,
50022,category,foods,4,44,cheese,cheese,479.7,469.637,159.637,0,,1.6,10.49971075,0.240055224,0.585165438,,0,0,,0,0,,,,
50022,category,foods,4,45,okra,okra,485.2,475.137,165.137,1,,5.5,6.91968385,0.166682564,0.455766364,,1,1,,0,0,,,,
50022,category,foods,4,46,sweet_potatoes,sweet_potatoes,488,477.937,167.937,1,,2.8,6.629363253,0.428322667,0.52241219,,0,0,,0,0,,,,
50022,category,foods,4,47,casserole,casserole,491.6,481.537,171.537,1,,3.6,8.018625465,0.232843085,0.394590119,,0,0,,1,1,,,,
50022,category,foods,4,48,popsicle,popsicle,499.3,489.237,179.237,1,,7.7,6.817830571,0.027116863,0.326926374,,0,0,,1,1,,,,
50023,category,foods,3,1,cherry_pie,cherry_pie,29,23.067,3.067,2,,3.067,6.270988432,0,0,,2,2,,2,2,,,,
50023,category,foods,3,2,ice_cream,ice_cream,31.7,25.767,5.767,0,,2.7,9.956696511,0.245379799,0.486056577,,0,0,,0,0,,,,
50023,category,foods,3,3,brownie,brownie,34,28.067,8.067,0,,2.3,8.450198323,0.210227424,0.511902919,,0,0,,0,0,,,,
50023,category,foods,3,4,pizza,pizza,36.2,30.267,10.267,0,,2.2,9.951944328,0.181290064,0.495684918,,1,1,,0,0,,,,
50023,category,foods,3,5,spaghetti,spaghetti,38.4,32.467,12.467,1,,2.2,8.718500048,0.27649611,0.555698888,,0,0,,0,0,,,,
50023,category,foods,3,6,asparagus,asparagus,41.6,35.667,15.667,0,,3.2,7.696667082,0.333447467,0.555144394,,0,1,,0,0,,,,
50023,category,foods,3,7,rice,rice,45.1,39.167,19.167,0,,3.5,10.03950336,0.401983006,0.633358156,,0,0,,0,0,,,,
50023,category,foods,3,8,grilled_chicken,grilled_chicken,47.8,41.867,21.867,0,,2.7,5.81711116,0.195868122,0.450101365,,1,1,,1,0,,,,
50023,category,foods,3,9,broccoli,broccoli,51.7,45.767,25.767,1,,3.9,7.473637108,0.337145804,0.502460054,,0,0,,0,0,,,,
50023,category,foods,3,10,carrots,carrots,54.3,48.367,28.367,0,,2.6,8.750999691,0.498447799,0.653434205,,0,0,,0,0,,,,
50023,category,foods,3,11,cauliflower,cauliflower,57,51.067,31.067,0,,2.7,7.036148494,0.260020251,0.46367148,,0,0,,1,0,,,,
50023,category,foods,3,12,tortilla,tortilla,60.1,54.167,34.167,1,,3.1,6.864847778,0.104267023,0.294489913,,0,0,,1,1,,,,
50023,category,foods,3,13,ground_beef,ground_beef,63,57.067,37.067,0,,2.9,5.929589143,0.060602953,0.211825934,,1,1,,1,0,,,,
50023,category,foods,3,14,tomato,tomato,66,60.067,40.067,0,,3,8.966483779,0.17272945,0.355474709,,0,0,,0,0,,,,
50023,category,foods,3,15,fettuccine_alfredo,fettuccine_alfredo,69.6,63.667,43.667,1,,3.6,3.988984047,0.182429209,0.178162747,,0,1,,0,0,,,,
50023,category,foods,3,16,peanut_butter,peanut_butter,73.2,67.267,47.267,1,,3.6,8.293299359,0.122628949,0.213093686,,1,0,,0,0,,,,
50023,category,foods,3,17,beans,beans,77.1,71.167,51.167,1,,3.9,9.95056196,0.183186026,0.500118057,,0,0,,0,0,,,,
50023,category,foods,3,18,grilled_peppers,grilled_peppers,82.8,76.867,56.867,0,,5.7,1.609437912,0.040569338,0.059835891,,1,0,,0,0,,,,
50023,category,foods,3,19,fried_chicken,fried_chicken,91.2,85.267,65.267,0,,8.4,7.793586803,0.042886173,0.038058068,,0,1,,0,0,,,,
50023,category,foods,3,20,sesame_chicken,sesame_chicken,95,89.067,69.067,0,,3.8,3.496507561,0.090266151,0.214795361,,0,0,,0,0,,,,
50023,category,foods,3,21,fried_fish,fried_fish,103.1,97.167,77.167,0,,8.1,6.139884552,0.062976298,0.174065706,,1,1,,0,0,,,,
50023,category,foods,3,22,steak,steak,109.2,103.267,83.267,0,,6.1,9.583970757,0.363298391,0.554843679,,0,0,,0,0,,,,
50023,category,foods,3,23,mashed_potatoes,mashed_potatoes,111.5,105.567,85.567,0,,2.3,7.851271997,0.261449065,0.535634357,,1,1,,0,0,,,,
50023,category,foods,3,24,green_beans,green_beans,114.2,108.267,88.267,0,,2.7,7.21964204,0.453621536,0.642672991,,0,0,,0,0,,,,
50023,category,foods,3,25,creme_brulee,creme_brulee,117,111.067,91.067,1,,2.8,3.555348061,0.109147245,0.199567286,,0,0,,1,1,,,,
50023,category,foods,3,26,pretzels,pretzels,120.2,114.267,94.267,1,,3.2,7.126890809,0.068816436,0.196784483,,1,1,,1,1,,,,
50023,category,foods,3,27,applesauce,applesauce,123.1,117.167,97.167,1,,2.9,6.489204931,0.190698139,0.452861117,,0,0,,0,0,,,,
50023,category,foods,3,28,cereal,cereal,125.8,119.867,99.867,0,,2.7,8.815073089,0.347889011,0.511166921,,0,0,,0,0,,,,
50023,category,foods,3,29,oatmeal,oatmeal,128.7,122.767,102.767,0,,2.9,8.351138607,0.644388532,0.744274577,,0,0,,0,0,,,,
50023,category,foods,3,30,macaroni_and_cheese,macaroni_and_cheese,132.2,126.267,106.267,1,,3.5,6.668228248,0.380920272,0.567849265,,0,0,,1,1,,,,
50023,category,foods,3,31,pork,pork,136.9,130.967,110.967,1,,4.7,9.213634939,0.231522343,0.435864613,,0,1,,1,1,,,,
50023,category,foods,3,32,watermelon,watermelon,139.9,133.967,113.967,1,,3,7.490529402,0.187596612,0.442839419,,0,0,,1,1,,,,
50023,category,foods,3,33,grilled_cheese,grilled_cheese,148.8,142.867,122.867,1,,8.9,6.598509029,0.092896696,0.220235868,,0,0,,1,1,,,,
50023,category,foods,3,34,chips,chips,151.8,145.867,125.867,0,,3,9.99392223,0.017619826,0.200354242,,1,1,,1,0,,,,
50023,category,foods,3,35,fruit_salad,fruit_salad,156.7,150.767,130.767,0,,4.9,6.690842277,0.176641766,0.469305642,,0,0,,0,0,,,,
50023,category,foods,3,36,cookie,cookie,160,154.067,134.067,1,,3.3,9.505916207,0.272324695,0.51458078,,0,0,,0,0,,,,
50023,category,foods,3,37,pancakes,pancakes,169.1,163.167,143.167,0,,9.1,8.726318951,0.197751729,0.510385034,,1,1,,0,0,,,,
50023,category,foods,3,38,french_toast,french_toast,171.8,165.867,145.867,0,,2.7,6.791221463,0.787264503,0.795318525,,0,0,,0,0,,,,
50023,category,foods,3,39,mushrooms,mushrooms,179.7,173.767,153.767,1,,7.9,8.952605376,0.327073078,0.506863952,,1,1,,1,1,,,,
50023,category,foods,3,40,anchovies,anchovies,182.3,176.367,156.367,0,,2.6,6.56526497,0.410399996,0.552161831,,0,0,,0,0,,,,
50023,category,foods,3,41,popcorn,popcorn,187.6,181.667,161.667,1,,5.3,8.814033202,0.155148715,0.440918675,,1,0,,1,1,,,,
50023,category,foods,3,42,breadsticks,breadsticks,192.4,186.467,166.467,0,,4.8,5.278114659,0.264159086,0.422063538,,0,0,,0,0,,,,
50023,category,foods,3,43,corn,corn,198.9,192.967,172.967,0,,6.5,10.06539379,0.23372232,0.375452463,,1,1,,0,0,,,,
50023,category,foods,3,44,onions,onions,201.7,195.767,175.767,1,,2.8,9.124673545,0.294202666,0.555628499,,0,0,,0,0,,,,
50023,category,foods,3,45,meatballs,meatballs,204.8,198.867,178.867,0,,3.1,6.994849986,0.078675529,0.406218861,,0,0,,1,0,,,,
50024,category,foods,2,1,apple,apple,320.4,313.254,3.254,2,,3.254,10.46743679,0,0,,2,2,,2,2,,,,
50024,category,foods,2,2,orange,orange,321.4,314.254,4.254,0,,1,11.19445423,0.319844157,0.595290058,,0,0,,0,0,,,,
50024,category,foods,2,3,grapes,grapes,322.5,315.354,5.354,0,,1.1,8.938794081,0.205227924,0.521722158,,1,0,,0,0,,,,
50024,category,foods,2,4,watermelon,watermelon,323.5,316.354,6.354,0,,1,7.490529402,0.239349101,0.511157922,,0,0,,0,0,,,,
50024,category,foods,2,5,tomato,tomato,324.5,317.354,7.354,0,,1,8.966483779,0.251710871,0.474370772,,0,0,,0,0,,,,
50024,category,foods,2,6,mango,mango,325.9,318.754,8.754,0,,1.4,7.708859601,0.204300374,0.451541806,,0,0,,0,0,,,,
50024,category,foods,2,7,carrots,carrots,327.5,320.354,10.354,0,,1.6,8.750999691,0.069970832,0.353968257,,1,1,,0,0,,,,
50024,category,foods,2,8,steak,steak,330.2,323.054,13.054,1,,2.7,9.583970757,0.298267569,0.570259869,,0,0,,0,0,,,,
50024,category,foods,2,9,hamburger,hamburger,331.5,324.354,14.354,0,,1.3,8.491259809,0.477322313,0.68904918,,0,0,,0,0,,,,
50024,category,foods,2,10,ribs,ribs,333.5,326.354,16.354,0,,2,10.70991877,0.128182259,0.499209125,,0,0,,1,0,,,,
50024,category,foods,2,11,pizza,pizza,335.4,328.254,18.254,1,,1.9,9.951944328,0.09494114,0.417050234,,1,1,,1,1,,,,
50024,category,foods,2,12,pork,pork,337.2,330.054,20.054,0,,1.8,9.213634939,0.157727735,0.46252069,,0,0,,0,0,,,,
50024,category,foods,2,13,ham,ham,338.4,331.254,21.254,0,,1.2,9.941890624,0.332432975,0.573662702,,0,0,,0,0,,,,
50024,category,foods,2,14,bacon,bacon,340.9,333.754,23.754,0,,2.5,10.09786119,0.641833167,0.79404077,,0,0,,0,0,,,,
50024,category,foods,2,15,prosciutto,prosciutto,343.5,336.354,26.354,0,,2.6,5.805134969,0.208660091,0.408384095,,1,0,,1,0,,,,
50024,category,foods,2,16,chicken,chicken,348.2,341.054,31.054,1,,4.7,10.6803093,0.218031286,0.391723465,,0,1,,0,0,,,,
50024,category,foods,2,17,eggs,eggs,351.7,344.554,34.554,0,,3.5,10.74694949,0.258011806,0.568420599,,0,0,,0,0,,,,
50024,category,foods,2,18,duck,duck,353.7,346.554,36.554,0,,2,10.19928659,0.149602462,0.471644618,,0,0,,0,0,,,,
50024,category,foods,2,19,cherries,cherries,356.8,349.654,39.654,1,,3.1,8.038512021,0.148090261,0.431614455,,1,1,,0,0,,,,
50024,category,foods,2,20,pasta,pasta,360,352.854,42.854,1,,3.2,8.745284482,0.236648211,0.540427873,,0,0,,0,0,,,,
